เลขทะเบียน,ชื่อบริษัทภาษาไทย,ชื่อบริษัทภาษาอังกฤษ,ประกอบธุรกิจ,หมวดธุรกิจ,ที่ตั้ง,สถานะ,วันที่จดทะเบียน,วันที่จดทะเบียน(ชื่อเดือน),ทุนจดทะเบียน,ก่อตั้งโดย,ข้อมูลสำหรับติดต่อ,ข้อมูลสำหรับการติดต่อ,เบอร์โทร,Website,หลักทรัพย์,ที่มา,สมัครงาน / ดูตำแหน่งงานว่าง,วันที่เลิก,เสร็จชำระบัญชี,วันที่ร้าง,ศาลสั่งพิทักษ์ทรัพย์,พิพากษาล้มละลาย,เว็บไซต์,"สมัครงาน / ดูตำแหน่งงานว่าง
 ดูตำแหน่งงานจาก JOBBKK"
'0105550125977,บริษัท รีสตาร์ อิเล็คทรอนิกส์ (ไทยแลนด์) จำกัด,"(RESTAR ELECTRONICS (THAILAND) CO., LTD.",การขายส่งสินค้าอื่นที่มิได้ระบุไว้ในที่อื่น,การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,52 อาคารธนิยะ พลาซ่า ชั้น 22 ถนนสีลม แขวงสุริยวงศ์ เขตบางรัก กรุงเทพมหานคร 10500,ยังดำเนินกิจการอยู่,3/12/2550,3 ธันวาคม 2550,103000000,"กรรมการ: นายเรย์มาน ยู จูน วี, นายทาดาอะกิ โยชิดะ, นายฮิโรยูกิ คาชิมะ, นายฮิโรชิ คาเนโกะ, นายโคเฮ มารูตะ, นายโทชิยูกิ ซูซูกิ",,False,,,,https://www.dataforthai.com/company/0105550125977/,,,,,,,,
'0145548002201,บริษัท เมย์เซย์ อิเลคทริค (ไทยแลนด์) จำกัด,MEISEI ELECTRIC (THAILAND) COMPANY LIMITED,การค้าส่ง ค้าปลีกและส่งออกจำหน่ายชิ้นส่วนอิเล็กทรอนิกส์และพลาสติก,การผลิตส่วนประกอบอิเล็กทรอนิกส์อื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,444 ชั้น 13 อาคารโอลิมเปียไทยทาวเวอร์ ถนนรัชดาภิเษก แขวงสามเสนนอก เขตห้วยขวาง กรุงเทพมหานคร 10310,ยังดำเนินกิจการอยู่,28/9/2548,28 กันยายน 2548,103000000,"กรรมการ: นายโคจิ ฮันซาว่า, นายอะคิระ มารูยาม่า, นายคุนิโอะ อิชิซึกะ",,False,,http://www.meiseielec.co.th,,https://www.dataforthai.com/company/0145548002201/,ดูตำแหน่งงานจาก JOBTOPGUN,,,,,,,
'0105539105680,บริษัท โรม เซมิคอนดัคเตอร์ (ประเทศไทย) จำกัด,"ROHM ELECTRONICS (THAILAND) CO., LTD.",การขายส่งอุปกรณ์และชิ้นส่วนอิเล็คทรอนิคส์,การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,93/1 อาคารจีพีเอฟ วิทยุ ทาวเวอร์ เอ ชั้น 11 ถนนวิทยุ แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330,ยังดำเนินกิจการอยู่,23/9/2539,23 กันยายน 2539,104000000,"กรรมการ: นายชินจิ นากาตะ, นายยาซึฮิโร อิโนะอุเอะ",,False,,,,https://www.dataforthai.com/company/0105539105680/,,,,,,,,
'0105545037186,บริษัท อิลิมาเทค (ประเทศไทย) จำกัด,"ELEMATEC (THAILAND) CO.,LTD.",,การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,399 อาคารอินเตอร์เชนจ์ 21 ห้อง 2704-6 ชั้น 27 ถนนสุขุมวิท แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,ยังดำเนินกิจการอยู่,2/4/2545,2 เมษายน 2545,106000000,"กรรมการ: นายทาคาโนริ โอบาตะ, นายมาซาฮิโร ฟูคามิ, นายไดซุเกะ ซุกิมูระ",,False,,http://www.elematec.com,,https://www.dataforthai.com/company/0105545037186/,,,,,,,,
'0105560154198,บริษัท ลอนจี นิว เอ็นเนอร์จี้ (ประเทศไทย) จำกัด,LONGI NEW ENERGY (THAILAND) COMPANY LIMITED,ประกอบกิจการจำหน่ายแผงโซล่าร์เซลฯ,การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,11/1 อาคารเอไอเอ สาทร ทาวเวอร์ ชั้น 7 ห้องเลขที่ 704 ถนนสาทรใต้ แขวงยานนาวา เขตสาทร กรุงเทพมหานคร 10120,ยังดำเนินกิจการอยู่,13/9/2560,13 กันยายน 2560,110000000,"กรรมการ: นายลี่ ฉิง, นางสาวเถ้า เจิ้น หรง",,False,,,,https://www.dataforthai.com/company/0105560154198/,,,,,,,,
'0105549077859,บริษัท วินคอร์ นิกซ์ดอร์ฟ (ประเทศไทย) จำกัด,WINCORE NICDOF (THAILAND) COMPANY LIMITED,เครื่องฝากถอนเงินสด เครื่องบันทึกการขาย ณ จุดขายและอุปกรณ์ซ่อมแซมบำรุงรักษา เครื่องฝากถอนเงินสด และเครื่องบันทึกการขาย ณ จุดขาย,การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,47/304 อาคารไคตัก ชั้นที่ 3 ถนนแจ้งวัฒนะ ตำบลบ้านใหม่ อำเภอปากเกร็ด จ.นนทบุรี 11120,ยังดำเนินกิจการอยู่,29/6/2549,29 มิถุนายน 2549,111500000,"กรรมการ: นายพรเทพ พิทักษ์สินสกุล, นายสาคริน บุญพิทักษ์, นายไจวินเดอร์ ซิงห์ กิลล์",,False,,,,https://www.dataforthai.com/company/0105549077859/,,,,,,,,
'0105532059313,บริษัท ฮากุโตะ (ไทยแลนด์) จำกัด,HAKUTO (THAILAND) COMPANY LIMITED,จำหน่ายอุปกรณ์อิเล็คทรอนิคส์ และเคมีภัณฑ์จำหน่ายเครื่องจักรและบริการติดตั้งเครื่องจักร,การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,183 อาคารรีเจ้นท์ เฮ้าส์ ชั้นที่ 18 ถนนราชดำริ แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330,ยังดำเนินกิจการอยู่,29/6/2532,29 มิถุนายน 2532,115204100,"กรรมการ: นายคาซูฮิโระ คอนโด, นายไดสุเกะ ชิบะ, นายเคน เอบิฮาระ, นายทาคาฮิโระ โอโมเตะ, นายทาคาฮิโระ สึคุนิ",,False,,,,https://www.dataforthai.com/company/0105532059313/,,,,,,,,
'0105536054995,บริษัท ฮากุโตะ เอ็นจิเนียริ่ง (ไทยแลนด์) จำกัด,HAKUTO ENGINEERING (THAILAND) COMPANY LIMITED,จำหน่ายอุปกรณ์อิเล็คทรอนิคส์และอุปกรณ์เครื่องจักรกลบริการตรวจสอบ ซ่อมบำรุงและติดตั้งเครื่องจักรกล,การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,183 อาคารรีเจ้นท์ เฮ้าส์ ชั้นที่ 18 ถนนราชดำริ แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330,ยังดำเนินกิจการอยู่,12/5/2536,12 พฤษภาคม 2536,115204100,"กรรมการ: นายคาซูฮิโระ คอนโด, นายไดสุเกะ ชิบะ, นายเคน เอบิฮาระ, นายทาคาฮิโระ โอโมเตะ, นายทาคาฮิโระ สึคุนิ",,False,,,,https://www.dataforthai.com/company/0105536054995/,,,,,,,,
'0105553030802,บริษัท ไดชินคู (ประเทศไทย) จำกัด,"DAISHINKU (THAILAND) CO.,LTD.",จัดจำหน่ายวัสดุและอุปกรณ์อิเล็คโทรนิคส์,การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,"2098 อาคารเอ็ม ทาวเวอร์ ชั้นที่ 2 ห้องเลขที่ 204,205 ถนนสุขุมวิท แขวงพระโขนงใต้ เขตพระโขนง กรุงเทพมหานคร 10260",ยังดำเนินกิจการอยู่,3/3/2553,3 มีนาคม 2553,117000000,"กรรมการ: นายคาซูฮิโกะ คารุเบะ, นางสาวมิยาโกะ ซามุตะ, นายชิเกคิ มัตสึโมโต้",,False,,,,https://www.dataforthai.com/company/0105553030802/,,,,,,,,
'0125560004498,บริษัท นิเด็ค (ประเทศไทย) จำกัด,NIDEC (THAILAND) COMPANY LIMITED,,การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,47/350 อาคารคอนโดมิเนียมอุตสาหกรรม อาคารไคตัค ชั้นที่ 9 ห้องเลขที่ เค009500 ถนนป๊อปปูล่า ตำบลบ้านใหม่ อำเภอปากเกร็ด จ.นนทบุรี 11120,ยังดำเนินกิจการอยู่,15/2/2560,15 กุมภาพันธ์ 2560,120000000,"กรรมการ: นายลิม ชุน เวย,รอน, นายไมลส์ แอนดรูว์ แอคเคอร์แมน, นายรันดี้ ซีซอน เด กุซมัน",,False,,,,https://www.dataforthai.com/company/0125560004498/,ดูตำแหน่งงานจาก JOBTOPGUN,,,,,,,
'0105549116471,บริษัท ซัน-วา เทคโนส์ เอเชีย (ไทยแลนด์) จำกัด,SUN-WA TECHNOS ASIA (THAILAND) COMPANY LIMITED,ประกอบกิจการค้า ส่งออก ขายส่งสินค้าอิเล็คทรอนิคส์,การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,43 อาคารไทย ซีซี ทาวเวอร์ ชั้น 31 ห้อง 314-316 ถนนสาทรใต้ แขวงยานนาวา เขตสาทร กรุงเทพมหานคร 10120,ยังดำเนินกิจการอยู่,27/9/2549,27 กันยายน 2549,130000000,"กรรมการ: นายเคซึเกะ คามิทานิ, นายโตชิยูกิ ซูซูกิ, นายซึโตมุ อินุไค, นายวาตารุ นิชิโนะ",,False,,,,https://www.dataforthai.com/company/0105549116471/,ดูตำแหน่งงานจาก JOBTOPGUN,,,,,,,
'0105541002329,บริษัท ฟูรูคาวา (ประเทศไทย) จำกัด,"F.E.S.(THAILAND) CO.,LTD.","ขายส่ง,ผลิตภัณฑ์อิเล็คทรอนิคส์, ผลิตภัณฑ์ยานยนต์,ใยเคเบิ้ล,ลวดไฟฟ้าและอุปกรณ์ที่เกี่ยวข้อง,และบริการพัฒนาซอฟท์แวร์",การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,191 อาคารสีลมคอมเพล็กซ์ ชั้น 16 ห้อง ซี ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500,ยังดำเนินกิจการอยู่,13/1/2541,13 มกราคม 2541,147500000,"กรรมการ: นายซึโยชิ คุวะยามะ, นายโนบุโอะ โมริยะ, นายเทะซึยะ มาจิดะ, นายโยชิเอกิ ซาซายามะ, นายยูคิโทชิ ซาวาโมโตะ, นายไทสุเกะ ซากุระอิ",,False,,,,https://www.dataforthai.com/company/0105541002329/,,,,,,,,
'0105558039123,บริษัท นิตโต้ โคเกียว บีเอ็ม (ประเทศไทย) จำกัด,NITTO KOGYO BM (THAILAND) COMPANY LIMITED,ขายปลีก,การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,41/1 หมู่ที่ 4 ตำบลอุทัย อำเภออุทัย จ.พระนครศรีอยุธยา 13210,ยังดำเนินกิจการอยู่,3/3/2558,3 มีนาคม 2558,150000000,"กรรมการ: นายโยชิยาสึ มุโคยามะ, นายโคอิจิโร่ ซาโต้, นายคัทซึโทชิ ทาคาฮาชิ, นายฮิโรชิ คุวาโนะ, นายธีรวัต อมรธาตรี, นายปวิธ วงศ์สว่างรัศมี, นายวรกูล สัจจะบริบูรณ์",,False,,https://th.nito-bm.com/,,https://www.dataforthai.com/company/0105558039123/,,,,,,,,
'0105551013323,บริษัท เรียวโช (ประเทศไทย) จำกัด,"RYOSHO (THAILAND) CO.,LTD.",จำหน่าย นำเข้าและส่งออกชิ้นส่วนสำหรับ เครื่องใช้ไฟฟ้าและอุปกรณ์อิเล็กทรอนิกส์,การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,1 อาคารเอ็มไพร์ทาวเวอร์ ชั้น 15 ยูนิต 1507 ถนนสาทรใต้ แขวงยานนาวา เขตสาทร กรุงเทพมหานคร 10120,ยังดำเนินกิจการอยู่,4/2/2551,4 กุมภาพันธ์ 2551,150000000,"กรรมการ: นายยูจิ วะเคะเบะ, นายโคจิ นากาโอคะ, นายโอซามุ โอโนะ, นายทาคาฟุมิ ซาคาอิ, นายโทโมยุคิ ซุกาอิ",,False,,,,https://www.dataforthai.com/company/0105551013323/,,,,,,,,
'0105549076224,บริษัท อาร์เอส คอมโพเน็นส์ จำกัด,"RS COMPONENTS CO.,LTD.",,การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,50 อาคารจีเอ็มเอ็ม แกรมมี่ เพลส ชั้นที่ 19 ห้องเลขที่ 1901-1904 ถนนสุขุมวิท 21 (อโศก) แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,ยังดำเนินกิจการอยู่,26/6/2549,26 มิถุนายน 2549,200000000,"กรรมการ: นางสาวกัญทร โพธิ์กลัด, นายฌอน สจ๊วต เฟรดเดอริคส์, นางสาวอัญชลี ดุลยตระกูล",,False,,https://th.rs-online.com/web/,,https://www.dataforthai.com/company/0105549076224/,ดูตำแหน่งงานจาก JOBTOPGUN,,,,,,,
'0105563157830,บริษัท การ์มิน (ประเทศไทย) จำกัด,GARMIN (THAILAND) LTD.,,การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,1788 อาคารสิงห์ คอมเพล็กซ์ ชั้นที่ 31 ห้องเลขที่ 3107-3109 ถนนเพชรบุรีตัดใหม่ แขวงบางกะปิ เขตห้วยขวาง กรุงเทพมหานคร 10310,ยังดำเนินกิจการอยู่,26/10/2563,26 ตุลาคม 2563,203000000,"กรรมการ: นายหวัง เจิ้ง-เหว่ย, นายหลิน เมิ่ง-หยวน",,False,,https://www.garmin.co.th/,,https://www.dataforthai.com/company/0105563157830/,ดูตำแหน่งงานจาก JOBSDB,,,,,,,
'0245553001691,บริษัท เดลต้า กรีน อินดัสเตรียล (ประเทศไทย) จำกัด,"DELTA GREEN INDUSTRIAL (THAILAND) CO.,LTD.",จำหน่ายผลิตภัณฑ์อิเล็คทรอนิคส์,การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,111 หมู่ที่ 9 ตำบลบางวัว อำเภอบางปะกง จ.ฉะเชิงเทรา 24180,ยังดำเนินกิจการอยู่,5/11/2553,5 พฤศจิกายน 2553,206000000,"กรรมการ: นายอนุสรณ์ มุทราอิศ, นายจาง ช่าย ซิง",,False,,,,https://www.dataforthai.com/company/0245553001691/,,,,,,,,
'0105540048031,บริษัท โคว่า-เอโมริ (ไทยแลนด์) จำกัด,"KOWA-EMORI (THAILAND) CO., LTD.",ส่วนประกอบตัวเก็บประจุไฟฟ้า แผงวงจรอิเล็คทรอนิคส์ และจำหน่ายเม็ดพลาสติก,การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,อาคารสาธรธานี 1เลขที่ 90/28 ชั้นที่ 11 ถนนสาทรเหนือ แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500,ยังดำเนินกิจการอยู่,21/5/2540,21 พฤษภาคม 2540,212000000,"กรรมการ: นายมายูกิ สุงิโมโตะ, นายโอฮิเดะ อิวาสะ, นายคาซึฮิโระ คุราโนะ, นายมาซาโยชิ ซาโกะ, นายมาซาโยชิ คาวามาตะ, นายมาซายูกิ ฟุคุชิม่า, นายยูกิ ทานิซากิ, นายเคนอิจิโร ยามาซากิ",,False,,,,https://www.dataforthai.com/company/0105540048031/,,,,,,,,
'0105537008741,บริษัท ฮิตาชิ ไฮ-เทค (ประเทศไทย) จำกัด,HITACHI HIGH-TECH (THAILAND) LTD.,จำหน่ายชิ้นส่วนอิเล็คทรอนิคส์ คอมพิวเตอร์ วัถุดิบทางอุตสาหกรรม เครื่องจักรทาง อุตสาหกรรม ฯลฯ และบริการช่วยเหลือด้านการตลาดแก่บริษัทที่เกี่ยวข้องกัน,การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,62 อาคารธนิยะ ชั้น 7 ห้อง 702 ถนนสีลม แขวงสุริยวงศ์ เขตบางรัก กรุงเทพมหานคร 10500,ยังดำเนินกิจการอยู่,21/1/2537,21 มกราคม 2537,230000000,"กรรมการ: นายฮิโรมาสะ ชิโมมูระ, นายชินอิจิ นากาซาวา, นายเก็นอิจิโร ยามางุจิ, นายโนะบุคาซึ คาวาอุชิ, นางสาวโลว์ เมย์ ยิน ยูนิซ",,False,,,,https://www.dataforthai.com/company/0105537008741/,,,,,,,,
'0105536026169,บริษัท พานาโซนิค โซลูชั่นส์ (ประเทศไทย) จำกัด,"PANASONIC SOLUTIONS (THAILAND) CO., LTD.",การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอ (Wholesale of electronic equipment and parts)นิกส์,การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,191 อาคารสีลมคอมเพล็กซ์ ชั้น 27 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500,ยังดำเนินกิจการอยู่,4/3/2536,4 มีนาคม 2536,241000000,"กรรมการ: นายฮิโรโตะ ฟูกูอิ, นายฟุมิทากะ โฮชิกาว่า, นายฮิซาโตะ อุรุชิซากิ, นายฮิเดคาสึ อิโตะ, นายโยชิคาสุ โอดะ, นายฮิโรโนริ มัทสุดะ, นายโคเซ ซาไร, นายโคโซ มิโยชิ, นายคาซึยะ ไซโต",,False,,www.shopee.co.th/panasonic_officialstore,,https://www.dataforthai.com/company/0105536026169/,ดูตำแหน่งงานจาก JOBSDB,,,,,,,
'0105534104138,บริษัท พี.ออดิโอ ซีสเท็ม จำกัด,"P. AUDIO SYSTEM CO., LTD.",ประกอบกิจการนำเข้าและส่งออกสินค้าประเภทชิ้นส่วนลำโพงเครื่องเสียง,การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,"19/4,6,7 หมู่ที่ 2 ตำบลบางกระทึก อำเภอสามพราน จ.นครปฐม 73210",ยังดำเนินกิจการอยู่,4/11/2534,4 พฤศจิกายน 2534,280000000,"กรรมการ: นายวาน จิว เชน, นายจื้อ ชิน เชน, นายซี เฮา เชน, นางชุย-หวน เชน หลิน",,False,,http://www.paudiothailand.com,,https://www.dataforthai.com/company/0105534104138/,,,,,,,,
'0105547009961,บริษัท ทามูระ คอร์ปอเรชั่น (ประเทศไทย) จำกัด,"TAMURA CORPORATION (THAILAND) CO.,LTD.",ขายส่งอุปกรณ์ทางอิเล็กทรอนิกส์และจำหน่ายเครื่องจักรและอุปกรณ์เครื่องจักรขายส่งเคมีภัณฑ์ทางอุตสาหกรรม,การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,1858/120 อาคารอินเตอร์ลิ้งค์ ทาวเวอร์ บางนา ชั้น 27 ถนนเทพรัตน แขวงบางนาใต้ เขตบางนา กรุงเทพมหานคร 10260,ยังดำเนินกิจการอยู่,22/1/2547,22 มกราคม 2547,283815000,"กรรมการ: นายมิตซูทากะ นาคามูระ, นายเซเงน โคฮากุระ, นายเซอิชิ ทาจิม่า, นายชูจิ วากาโมโตะ, นายยาซูชิ วาตานะเบะ",,False,,www.tamura-ss.co.jp/,,https://www.dataforthai.com/company/0105547009961/,ดูตำแหน่งงานจาก JOBTHAI,,,,,,,
'0205556034166,บริษัท เคไอ-อิโคเทค จำกัด,KI-ECOTECH COMPANY LIMITED,"การขายปลีกเครื่องเหล็ก,วัสดุก่อสร้าง,สี",การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,700/231 หมู่ที่ 1 นิคมอุตสาหกรรมอมตะ ซิตี้ ชลบุรี ตำบลบ้านเก่า อำเภอพานทอง จ.ชลบุรี,ยังดำเนินกิจการอยู่,22/10/2556,22 ตุลาคม 2556,300000000,"กรรมการ: นายทาคามิซึ โอฮาร่า, นายโยชิฟุมิ ทาคากิ, นายนะโอโตะ โยชิโอกะ, นายเกรียงศักดิ์ เอื้อชลิตนุกูล",,False,,,,https://www.dataforthai.com/company/0205556034166/,ดูตำแหน่งงานจาก JOBTHAI,,,,,,,
'0105555117930,บริษัท เจทชั่น โซล่า (ไทยแลนด์) จำกัด,JETION SOLAR (THAILAND) COMPANY LIMITED,ประกอบกิจการค้าแผงไฟฟ้าโซล่าเซลล์รวมทั้งเครื่องมือ อุปกรณ์ต่างๆ,การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,83/44 หมู่ที่ 10 ตำบลหนองขาม อำเภอศรีราชา จ.ชลบุรี,ยังดำเนินกิจการอยู่,14/8/2555,14 สิงหาคม 2555,300000000,"กรรมการ: นายชัย ธนิชานันท์, นายซุน เจี๋ย, นางซูเหวิน หยาน, นายจั้นหยวน ไช่, นายผไท นาควัชระ",,False,,www.jetionsolar.com,,https://www.dataforthai.com/company/0105555117930/,,,,,,,,
'0105563056537,บริษัท แอลป์ แอลไพน์ เอเชีย จำกัด,"ALPS ALPINE ASIA CO., LTD.",ตัวแทนจำหน่ายชิ้นส่วนอุปกรณ์อิเลคทรอนิกส์ นำเข้า-ส่งออก,การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,33/4 อาคารเดอะไนน์ ทาวเวอร์ อาคารบี ชั้นที่ 24 ห้องเลขที่ TNB01-03 ถนนพระราม 9 แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310,ยังดำเนินกิจการอยู่,1/4/2563,1 เมษายน 2563,341000000,"กรรมการ: นายฮิเดกิ โทริคุระ, นายยาซูชิ โมโตกาว่า",,False,,,,https://www.dataforthai.com/company/0105563056537/,,,,,,,,
'0115536000569,บริษัท เหอไทย อินดัสเทรียล จำกัด,HER THAI INDUSTRIAL COMPANY LIMITED,อุปกรณ์และส่วนประกอบอิเล็คทรอนิคส์,การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,874 หมู่ที่ 2 ตำบลแพรกษาใหม่ อำเภอเมืองสมุทรปราการ จ.สมุทรปราการ 10280,ยังดำเนินกิจการอยู่,30/7/2536,30 กรกฎาคม 2536,360000000,"กรรมการ: นางฮุ่ย หลิง กัว, นายกั๋วโชง จง, นายเจน บอร์ จง",,False,,,,https://www.dataforthai.com/company/0115536000569/,ดูตำแหน่งงานจาก JOBTHAI,,,,,,,
'0105552076698,บริษัท อีเอสพีพี จำกัด,ESPP COMPANY LIMITED,การผลิตและการส่งไฟฟ้า (Electric power generation and transmission),การผลิตและการส่งไฟฟ้า,87/2 อาคารซีอาร์ซีทาวเวอร์ ออลซีซั่นส์เพลส ชั้นที่ 9 ห้องเลขที่ 4-5 ถนนวิทยุ แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330,ยังดำเนินกิจการอยู่,30/7/2552,30 กรกฎาคม 2552,480000000,"กรรมการ: นายฐิติพงษ์ ไทยเจริญ, นางสาวรัชดา โภคะวิบูล, นายฮวน มาส วาโลร์, นายมาโกโตะ อุเอโนะ, นายสมประสงค์ ปัญจะลักษณ์, นายสุรเชษฐ์ ชัยปัทมานนท์",,False,,,,https://www.dataforthai.com/company/0105552076698/,,,,,,,,
'0105534107056,บริษัท สามารถคอมมิวนิเคชั่น เซอร์วิส จำกัด,SAMARI COMMUNICATION SERVECES COMPANY LIMITED,ขายอุปกรณ์และเครื่องอิเล็คทรอนิคส์ให้บริการด้านการสื่อสารโทรคมนาคม,การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,59 หมู่ที่ 2 ถนนพหลโยธิน ตำบลคลองหนึ่ง อำเภอคลองหลวง จ.ปทุมธานี,ยังดำเนินกิจการอยู่,11/11/2534,11 พฤศจิกายน 2534,500000000,"กรรมการ: นายเจริญรัฐ วิไลลักษณ์, นายวัฒน์ชัย วิไลลักษณ์, นายจง ดิลกสมบัติ, นางสาวโชติกา กำลูนเวสารัช, นายสุชาติ ดวงทวี, นายดิลกพัฒน์ นิศามณีวงศ์",,False,,,,https://www.dataforthai.com/company/0105534107056/,,,,,,,,
'0735550000401,บริษัท เรกซ์แซม (ประเทศไทย) จำกัด,"REXXAM(THAILAND) CO.,LTD.",แผงวงจรไฟฟ้าอิเล็คทรอนิกส์,การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,209/5-8 หมู่ที่ 2 ตำบลแพรกษาใหม่ อำเภอเมืองสมุทรปราการ จ.สมุทรปราการ 10280,ยังดำเนินกิจการอยู่,8/2/2550,8 กุมภาพันธ์ 2550,610000000,กรรมการ: นายโทโมยะ ซาโต้,,False,,www.rexxam.co.jp,,https://www.dataforthai.com/company/0735550000401/,,,,,,,,
'0105534109792,บริษัท ทีดีเค (ประเทศไทย) จำกัด,"TDK (THAILAND) CO., LTD.",,การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,1/62 หมู่ที่ 5 สวนอุตสาหกรรมโรจนะ ถนนโรจนะ ตำบลคานหาม อำเภออุทัย จ.พระนครศรีอยุธยา 13210,ยังดำเนินกิจการอยู่,19/11/2534,19 พฤศจิกายน 2534,699000000,"กรรมการ: นายมิซึโตชิ ทานากะ, นายฮิคารุ อิเคะอุจิ, นายโคจิ มิตาเกะ, นายอิซุมิ ซูซูกิ, นายโชอิจิ โอซาว่า",,False,,,,https://www.dataforthai.com/company/0105534109792/,,,,,,,,
'0115555017340,บริษัท อัลฟ่า อิเล็คทริค เอ็นจิเนียริ่ง จำกัด,ALPHA ELECTRIC ENGINEERING COMPANY LIMITED,ซื้อมาขายไปเกี่ยวกับอุปกรณ์อิเล็คทรอนิคส์ทุกชนิด,การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,33/101 หมู่ที่ 10 ถนนเทพารักษ์ ตำบลบางปลา อำเภอบางพลี จ.สมุทรปราการ 10540,ยังดำเนินกิจการอยู่,24/9/2555,24 กันยายน 2555,1000000000,กรรมการ: นายบวรวิทย์ อินทนุพัฒน์,,False,,,,https://www.dataforthai.com/company/0115555017340/,,,,,,,,
'0105554053415,บริษัท กาแล็กซี่ เวิลด์ จำกัด,"GALAXY WORLD CO.,LTD.",บริการด้านการสื่อสาร โทรคมนาคม และคอมพิวเตอร์,การขายส่งโทรศัพท์และอุปกรณ์การสื่อสารโทรคมนาคม,88/128 หมู่ที่ 8 แขวงบางขุนเทียน เขตจอมทอง กรุงเทพมหานคร 10150,ยังดำเนินกิจการอยู่,21/4/2554,21 เมษายน 2554,30000000,กรรมการ: นางอภิญาดี อมาตยกุล,,False,,,,https://www.dataforthai.com/company/0105554053415/,,,,,,,,
'0135539002546,บริษัท ซี ที เอ อินเตอร์เนชั่นแนล จำกัด,"C T A INTERNATIONAL CO., LTD.",จำหน่ายโทรศัพท์และอุปกรณ์การสื่อสารโทรคมนาคม,การขายส่งโทรศัพท์และอุปกรณ์การสื่อสารโทรคมนาคม,488 ซอยรัชดาภิเษก 26 ถนนรัชดาภิเษก แขวงสามเสนนอก เขตห้วยขวาง กรุงเทพมหานคร 10310,ยังดำเนินกิจการอยู่,12/6/2539,12 มิถุนายน 2539,30000000,กรรมการ: นางสุนันท์ ฮ้อแสงชัย,,False,,,,https://www.dataforthai.com/company/0135539002546/,,,,,,,,
